ctime,openid,helloid,song,level
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,画心,7
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,甜蜜蜜,5
2018-01-26,0,18081995,爱丫爱丫,10
2018-01-26,oVdz504RItDMHu1NHXOSk1EQdqEY,0,兄弟,1
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,鸭子,5
2018-01-26,oVdz505qJpuw5IwnHXYuIciYsU_M,0,当,1
2018-01-26,oVdz5001NUNsFyKgm_l6eRB-HGoM,0,笑忘书-我是歌手第三季,2
2018-01-26,oVdz500aEdDLb8DCGnPLtajZls1U,0,多远都要在一起,3
2018-01-26,oVdz503p7F_mT5ZM5aJj-IP1VULY,0,双手插口袋,5
2018-01-26,oVdz50y92SzpDNbPSY8JPa1AEvYk,0,放弃世界放不下你,7
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,曹操,1
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,雨一直下,3
2018-01-26,oVdz503p7F_mT5ZM5aJj-IP1VULY,0,暗号,2
2018-01-26,0,18081995,勇气,7
2018-01-26,oVdz500aEdDLb8DCGnPLtajZls1U,0,断点,3
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,路边的野花不要采,7
2018-01-26,oVdz50yvugGn-o2QEsX1tjJA_EJM,0,两只老虎,1
2018-01-26,oVdz505qJpuw5IwnHXYuIciYsU_M,0,恋爱Ing,5
2018-01-26,oVdz50y92SzpDNbPSY8JPa1AEvYk,0,放弃世界放不下你,1
2018-01-26,oNyrJwuAwrOq9ze6bQ5Nb6S5xn_U,0,王妃,1
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,彩虹,8
2018-01-26,oVdz5012HxyyHdeUDRyFnmH7TFgY,0,劲歌金曲2·情歌王,9
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,读书郎,2
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,红玫瑰,1
2018-01-26,oVdz504RItDMHu1NHXOSk1EQdqEY,0,大城小爱,1
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,小苹果,1
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,爱,1
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,Beautiful,1
2018-01-26,oVdz505qJpuw5IwnHXYuIciYsU_M,0,问,2
2018-01-26,0,18081995,我相信,3
2018-01-26,oVdz500aEdDLb8DCGnPLtajZls1U,0,酷爱,4
2018-01-26,oVdz50_lse9cRLvFeq9fxUXjCT4g,0,我可以抱你吗,1
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,想你的夜,1
2018-01-26,oVdz501N78NKdlNaLLyODoFmLzU0,0,似是故人来,2
2018-01-26,oVdz50y92SzpDNbPSY8JPa1AEvYk,0,我爱你你却爱着他,2
2018-01-26,oVdz50_lse9cRLvFeq9fxUXjCT4g,0,七情六欲,1
2018-01-26,oVdz505qJpuw5IwnHXYuIciYsU_M,0,山丘-我是歌手第三季,1
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,Aeiou,5
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,勇气,1
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,爱情转移,11
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,远走高飞,1
2018-01-26,oVdz5001NUNsFyKgm_l6eRB-HGoM,0,新不了情,3
2018-01-26,oVdz500aEdDLb8DCGnPLtajZls1U,0,骚灵情歌,4
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,我可以抱你吗,4
2018-01-26,0,18081995,盛夏的果实,10
2018-01-26,oVdz50_lse9cRLvFeq9fxUXjCT4g,0,等一分钟,1
2018-01-26,oVdz504AZjDZ56NSSZy4NpTCpBV8,0,忽然之间,1
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,Abc,1
2018-01-26,oVdz50_lse9cRLvFeq9fxUXjCT4g,0,新不了情,1
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,世上只有,6
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,样,1
2018-01-26,oVdz501N78NKdlNaLLyODoFmLzU0,0,似是故人来,6
2018-01-26,oVdz509QCfwSKpJwTOB6gvIWBNGM,0,小情歌,4
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,背叛,1
2018-01-26,oVdz50y92SzpDNbPSY8JPa1AEvYk,0,女人花,9
2018-01-26,oVdz50_lse9cRLvFeq9fxUXjCT4g,0,冷雨夜,1
2018-01-26,oVdz50wOuEtEj6MBQWik8wL-iZQI,0,现代爱情故事,14
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,不完美小孩,1
2018-01-26,oVdz504AZjDZ56NSSZy4NpTCpBV8,0,董小姐,3
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,趁早,1
2018-01-26,oVdz504JxtzRld6kCXGlHB8knugM,0,小小新娘花,7
2018-01-26,0,17527372,开到荼靡,2
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,后来,3
2018-01-26,oVdz5001NUNsFyKgm_l6eRB-HGoM,0,思念,4
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,想你的夜,1
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,愚爱,1
2018-01-26,oVdz509wQxkkKYU0Yt_MH1Sz0f_k,0,王妃,11
2018-01-26,oVdz5001NUNsFyKgm_l6eRB-HGoM,0,公主病,1
2018-01-26,oVdz509QCfwSKpJwTOB6gvIWBNGM,0,爱夏,6
2018-01-26,oVdz50wOuEtEj6MBQWik8wL-iZQI,0,愁啊愁,5
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,你爱上的我,2
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,逆战,14
2018-01-26,oVdz504AZjDZ56NSSZy4NpTCpBV8,0,像风一样自由,1
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,晴天,4
2018-01-26,oVdz509QCfwSKpJwTOB6gvIWBNGM,0,暖暖,1
2018-01-26,oVdz5001NUNsFyKgm_l6eRB-HGoM,0,怎么说我不爱你,5
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,可惜不是你,3
2018-01-26,0,17527372,可惜不是你,6
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,谁明浪子心,3
2018-01-26,oVdz501N78NKdlNaLLyODoFmLzU0,0,女人何苦为难女人,4
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,红玫瑰,9
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,谁明浪子心,1
2018-01-26,oVdz504SABosLfRf_KZOR8oPS3D8,0,隐形的翅膀,8
2018-01-26,oVdz50wOuEtEj6MBQWik8wL-iZQI,0,昨夜星辰,1
2018-01-26,0,13287697,他们,1
2018-01-26,0,18081995,下一个天亮,16
2018-01-26,oVdz50yzkzSOfSdWdPz4MeuIQGT8,0,我是真的真的很爱你,5
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,萤火,2
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,画心,1
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,成都,10
2018-01-26,oVdz500bdHT1QWquIY_mYLcyNMRc,0,和你在一起,2
2018-01-26,oVdz501vOdeN_lFSPInXtfa4tCwg,0,南山南,2
2018-01-26,oVdz504ofNYHxlAJTRrq7tgGteLA,0,醉赤壁,1
2018-01-26,oVdz50yzkzSOfSdWdPz4MeuIQGT8,0,勇,4
2018-01-26,oVdz504SABosLfRf_KZOR8oPS3D8,0,我可以抱你吗,13
2018-01-26,oVdz501N78NKdlNaLLyODoFmLzU0,0,白狐-新版,8
2018-01-26,oVdz504SABosLfRf_KZOR8oPS3D8,0,大约在冬季,1
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,卷珠帘,13
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,独角戏,1
2018-01-26,0,18081995,童话,11
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,Lydia,3
2018-01-26,oVdz504ofNYHxlAJTRrq7tgGteLA,0,东京不太热,3
2018-01-26,oVdz509QCfwSKpJwTOB6gvIWBNGM,0,淋雨一直走,2
2018-01-26,oVdz50yzkzSOfSdWdPz4MeuIQGT8,0,私奔到月球,14
2018-01-26,0,18086420,江南,9
2018-01-26,oVdz504JxtzRld6kCXGlHB8knugM,0,小苹果,1
2018-01-26,oVdz50yzkzSOfSdWdPz4MeuIQGT8,0,早知,4
2018-01-26,oVdz508YtHi9p5kaeEMWDcH1a8Nk,0,男人花,2
2018-01-26,oVdz501YjSIIr5rm0dNaSzDNDvkU,0,不完美小孩,8
2018-01-26,oVdz509QCfwSKpJwTOB6gvIWBNGM,0,明天你好,6
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,亲爱的那不是爱情,1
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,独家记忆,13
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,我怀念的,8
2018-01-26,oVdz501YjSIIr5rm0dNaSzDNDvkU,0,数鸭子,1
2018-01-26,oVdz501ruLMse5W5wLYx05fHdyeQ,0,默,4
2018-01-26,oVdz501YjSIIr5rm0dNaSzDNDvkU,0,类似爱情,1
2018-01-26,oVdz504JxtzRld6kCXGlHB8knugM,0,星光游乐园,4
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,劲歌金曲2·情歌王,2
2018-01-26,oVdz501YjSIIr5rm0dNaSzDNDvkU,0,童话,1
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,我爱他,1
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,浮夸,1
2018-01-26,oVdz50w7M2TtgoPPIyuLoOGb8ZVg,0,逆战,5
2018-01-26,0,18081995,一个像夏天一个像秋天,8
2018-01-26,oVdz502xjUN9lDb359fvOktRCeg4,0,算什么男人,4
2018-01-26,oVdz50xtjynffEijTSWpFvxjEZRo,0,哭砂,11
2018-01-26,oVdz508MB0NekE5KKp7MKMlRVr4Q,0,ACCESSORIES,1
2018-01-26,oVdz50xXWOnBw2ioNRBoaCH8GtbM,0,那就这样吧,5
2018-01-26,oVdz508MB0NekE5KKp7MKMlRVr4Q,0,ACCESSORIES,1
2018-01-26,oVdz50w7M2TtgoPPIyuLoOGb8ZVg,0,葫芦娃,1
2018-01-26,oVdz50z1KRCn8segg-snvhFsn1lo,0,丫头,9
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,过火,1
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,ASPIRATION,1
2018-01-26,oVdz501YjSIIr5rm0dNaSzDNDvkU,0,传奇-2010年央视春晚,1
2018-01-26,oVdz5037utqiDJp-ObPhIrcPtsdE,0,同桌的你,6
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,爱你,1
2018-01-26,0,13287697,小小,4
2018-01-26,oVdz500gasOL8hXFxv_I7p86IdNg,0,第一次,8
2018-01-26,oVdz502xjUN9lDb359fvOktRCeg4,0,虹之间,5
2018-01-26,oVdz501yax62VKXv4AYtBvanmIB4,0,晴天,3
2018-01-26,oVdz50--5Zx4YH657r8JOE0zAtQI,0,我的一个道姑朋友,3
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,十年,2
2018-01-26,oVdz50xXWOnBw2ioNRBoaCH8GtbM,0,绅士,1
2018-01-26,0,13287697,相信,1
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,恋人心,10
2018-01-26,oVdz50_0xOrzTIvB-1lTOobFMg00,0,你是我的眼,6
2018-01-26,oVdz50xXWOnBw2ioNRBoaCH8GtbM,0,情非得已,2
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,爱情转移,8
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,暗香,2
2018-01-26,oVdz500gasOL8hXFxv_I7p86IdNg,0,彩虹,11
2018-01-26,0,18086420,丑八怪,7
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,画心,2
2018-01-26,oVdz50-yFan_9qlkscH_Q-xUjCiw,0,浮夸,6
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,偏爱,4
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,下辈子不做女人,6
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,风中的遗憾,1
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,喜欢你,3
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,隐形的翅膀,1
2018-01-26,oVdz50_RFrr8ASbzcPpB-js1r3FU,0,冰雨,9
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,当,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,倒带,2
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,我爱他,6
2018-01-26,oVdz502UZtHKQ3UtdcnVatCnkZec,0,想起,2
2018-01-26,oVdz50yQ6vV-CAGmFAaj8GXAzh6Y,0,心愿便利贴,1
2018-01-26,oVdz50xXWOnBw2ioNRBoaCH8GtbM,0,恋人心,13
2018-01-26,oVdz50_0xOrzTIvB-1lTOobFMg00,0,低碳贝贝,2
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,我们的纪念,1
2018-01-26,oVdz50y00PVCsg66AZuKMFaAXXes,0,关不上的窗,1
2018-01-26,oVdz50_RFrr8ASbzcPpB-js1r3FU,0,痴心绝对,1
2018-01-26,oVdz50--5Zx4YH657r8JOE0zAtQI,0,修炼爱情,6
2018-01-26,oVdz508MB0NekE5KKp7MKMlRVr4Q,0,红豆,1
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,时间有泪,1
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,晴天,3
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,北极星的眼泪,1
2018-01-26,oVdz50w7hP9hP7yO15cvsKlvg3gs,0,下一个天亮,8
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,HBO,3
2018-01-26,oVdz50yQ6vV-CAGmFAaj8GXAzh6Y,0,看我的,1
2018-01-26,oVdz50_RFrr8ASbzcPpB-js1r3FU,0,再见吧喵小姐,1
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,最初的梦想,14
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,你的眼神,4
2018-01-26,oVdz50w7hP9hP7yO15cvsKlvg3gs,0,突然好想你,2
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,鲁冰花,1
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,好心分手,1
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,千年之恋,4
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,千千阙歌,4
2018-01-26,oVdz50yQ6vV-CAGmFAaj8GXAzh6Y,0,说谎,1
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,Shero,4
2018-01-26,oVdz500WlLm9Wu8QXPsoGnPIbirA,0,改变自己,5
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,画沙,2
2018-01-26,oVdz50--5Zx4YH657r8JOE0zAtQI,0,最长的电影,2
2018-01-26,oVdz502xjUN9lDb359fvOktRCeg4,0,安和桥,8
2018-01-26,oVdz500JC8noZ-xYxkJiLAi-L3x8,0,最炫民族风,1
2018-01-26,oVdz5061ErhXAZeomVGOJRJCcmrc,0,Say You Won't Let Go,10
2018-01-26,oVdz500JC8noZ-xYxkJiLAi-L3x8,0,海上花,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,阳光下的星星,4
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,恋爱Ing,2
2018-01-26,0,18107895,多喜欢你,3
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,旧情绵绵,1
2018-01-26,0,18086420,突然想爱你,6
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,无言花,1
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,因为爱所以爱,5
2018-01-26,oVdz500WlLm9Wu8QXPsoGnPIbirA,0,改变自己,6
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,短发,1
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,伤心的人别听慢歌,1
2018-01-26,oVdz502xjUN9lDb359fvOktRCeg4,0,晴天-中国好声音第四季,11
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,彩虹,7
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,皇后大道东,1
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,九张机,3
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,泡沫,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,崇拜,1
2018-01-26,oVdz50yQ6vV-CAGmFAaj8GXAzh6Y,0,小情歌,1
2018-01-26,0,18107895,晴天,4
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,闷,1
2018-01-26,oVdz50zQXQCAs3MyJTboxTXQi6Y4,0,冰雨,7
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,不得不爱,1
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,彩虹,3
2018-01-26,oVdz5031NETvIk275DBR7-gpj2Hc,0,你就不要想起我,8
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,倔强,6
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,爱之初体验,1
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,沉默是金,1
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,西海情歌,10
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,想起,1
2018-01-26,oVdz50xd26aSZV4v8tdqzELBptIA,0,离歌,1
2018-01-26,oVdz50-xDncgKlWpDGW_A44vU3bw,0,樱花草,3
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,犯贱,2
2018-01-26,oVdz50-xDncgKlWpDGW_A44vU3bw,0,水中花,1
2018-01-26,0,18087925,宁夏,3
2018-01-26,oVdz50_jhSIJWhlvy4GYn-H-wrpA,0,长城,3
2018-01-26,oVdz50-xDncgKlWpDGW_A44vU3bw,0,依靠,1
2018-01-26,oVdz503AnLItPFCGHepoq38QKjhc,0,小白兔,1
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,恋人心,1
2018-01-26,oVdz50xu9VSdkqck4Arj3otn4VvE,0,梦里花,6
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,未成年,6
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,Always Online,1
2018-01-26,oVdz50_jhSIJWhlvy4GYn-H-wrpA,0,心云,5
2018-01-26,oVdz500WlLm9Wu8QXPsoGnPIbirA,0,青春修炼手册,5
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,最初的梦想,2
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,练习,3
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,情花,5
2018-01-26,oVdz50xd26aSZV4v8tdqzELBptIA,0,死了都要爱,2
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,红装,1
2018-01-26,oVdz50_ON_qc_zFEj9CeEKDcF5XU,0,偏偏喜欢你,2
2018-01-26,oVdz50-xDncgKlWpDGW_A44vU3bw,0,安妮,2
2018-01-26,oVdz500DldC8bwsZYAzZxLw7gL44,0,画心,3
2018-01-26,0,18107895,算什么男人,11
2018-01-26,oVdz503AnLItPFCGHepoq38QKjhc,0,追光者,2
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,等一分钟,2
2018-01-26,oVdz50xHOONADrP7DpZwGGGfV2Ls,0,十年,1
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,逆战,1
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,我的心好冷,10
2018-01-26,oVdz500WlLm9Wu8QXPsoGnPIbirA,0,你是我心内的一首歌,6
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,女人花,2
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,遇见,4
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,丫头,5
2018-01-26,oVdz504o91wR_Vhw3mg5ELBj2MEU,0,都怪我,2
2018-01-26,oVdz5043LFsiy9MPRR7T4BQPbq4c,0,康美之恋,1
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,大城小爱,4
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,翅膀,1
2018-01-26,oVdz500WlLm9Wu8QXPsoGnPIbirA,0,小苹果,1
2018-01-26,oVdz501ieOiPLPPi8wRh59koo_Os,0,一千个伤心的理由,2
2018-01-26,oVdz500vRS_fpQZK5HKOqA0x_Fqw,0,远走高飞,1
2018-01-26,oVdz50_ON_qc_zFEj9CeEKDcF5XU,0,小手拍拍,2
2018-01-26,oVdz504EQOzusO-xL-DJDaml1NNY,0,带走,8
2018-01-26,oVdz504mHFkbWfqg8Ztuomg6LIeg,0,脸,1
2018-01-26,oVdz503AnLItPFCGHepoq38QKjhc,0,好心分手,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,神奇,1
2018-01-26,oVdz50_jhSIJWhlvy4GYn-H-wrpA,0,怀念青春,8
2018-01-26,oVdz50xd26aSZV4v8tdqzELBptIA,0,盛夏的果实,1
2018-01-26,oVdz500lcRL2ON_0GdYPpN2Ujv88,0,龙的传人,2
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,阴天,5
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,有何不可,4
2018-01-26,oVdz50xHOONADrP7DpZwGGGfV2Ls,0,十年,1
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,一辈子的孤单,1
2018-01-26,oVdz50-WyYDnLv100uHQI-MBx_U0,0,春天的芭蕾,2
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,我可以抱你吗,8
2018-01-26,oVdz500DldC8bwsZYAzZxLw7gL44,0,勇气,7
2018-01-26,oVdz502ZgNb9-tBYBg1pkHHEgEF8,0,面具,4
2018-01-26,oVdz50_ON_qc_zFEj9CeEKDcF5XU,0,精忠报国,1
2018-01-26,oVdz504mHFkbWfqg8Ztuomg6LIeg,0,出路,2
2018-01-26,0,18113524,你是我的眼,3
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,后来,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,第一天,6
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,Amazing,1
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,可惜不是你,9
2018-01-26,oVdz504EQOzusO-xL-DJDaml1NNY,0,电台情歌,1
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,Always Online,3
2018-01-26,oVdz500DldC8bwsZYAzZxLw7gL44,0,一个像夏天一个像秋天,1
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,在深秋,1
2018-01-26,oVdz50yfrm5pr087zbUg4wctulDk,0,少年锦时,3
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,不得不爱,3
2018-01-26,oVdz502p2EllEgz2tc0_TD_HV8E4,0,暖暖,2
2018-01-26,oVdz500vRS_fpQZK5HKOqA0x_Fqw,0,你最珍贵,6
2018-01-26,oVdz50xd26aSZV4v8tdqzELBptIA,0,ACCESSORIES,1
2018-01-26,oVdz508MB0NekE5KKp7MKMlRVr4Q,0,痴情的时候最容易受伤,7
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,当你,3
2018-01-26,oVdz50xHOONADrP7DpZwGGGfV2Ls,0,苏州河,4
2018-01-26,oVdz507Vgseo3e_RLWK3PbLn9ZTg,0,南山南,1
2018-01-26,0,18107895,成都,4
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,情人,2
2018-01-26,oVdz500lcRL2ON_0GdYPpN2Ujv88,0,素颜,2
2018-01-26,oVdz504mHFkbWfqg8Ztuomg6LIeg,0,白痴,1
2018-01-26,oVdz502p2EllEgz2tc0_TD_HV8E4,0,稻香,3
2018-01-26,oVdz500DldC8bwsZYAzZxLw7gL44,0,遥远的她,2
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,天后,6
2018-01-26,oVdz502ZgNb9-tBYBg1pkHHEgEF8,0,面具,3
2018-01-26,oVdz5037TrpHekvp_KLgh0VJc63M,0,知心爱人,7
2018-01-26,oVdz5049sg5xWYyeacrJrijZ3RXs,0,好听,1
2018-01-26,oVdz500ZUfHiHoKjS72Wsed5HX3U,0,亲爱的那不是爱情,3
2018-01-26,oVdz50yZYTLEXjNMO7xEcvzPV7GA,0,棋子,1
2018-01-26,oVdz501jZ2ufafSdoztCbI-4UHvw,0,远走高飞,1
2018-01-26,oVdz503sX7JdXCRSKL4Uxv5-lh38,0,往事随风,1
2018-01-26,oVdz502p2EllEgz2tc0_TD_HV8E4,0,稻香,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,我知道,6
2018-01-26,oVdz500DldC8bwsZYAzZxLw7gL44,0,类似爱情,3
2018-01-26,oVdz50xHOONADrP7DpZwGGGfV2Ls,0,想把我唱给你听,3
2018-01-26,oVdz500vRS_fpQZK5HKOqA0x_Fqw,0,因为爱情,9
2018-01-26,oVdz50yfrm5pr087zbUg4wctulDk,0,你不是真正的快乐,4
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,你是我的眼,3
2018-01-26,oVdz504EQOzusO-xL-DJDaml1NNY,0,可惜没如果,2
2018-01-26,oVdz501StrF297mTwctHEiGND7XY,0,大城小爱,14
2018-01-26,oVdz507Vgseo3e_RLWK3PbLn9ZTg,0,十年,4
2018-01-26,oVdz50xd26aSZV4v8tdqzELBptIA,0,当,5
2018-01-26,0,18087925,现在我很幸福,7
2018-01-26,0,18113524,独家记忆,1
2018-01-26,oVdz504mHFkbWfqg8Ztuomg6LIeg,0,小幸运,8
2018-01-26,oVdz507Vgseo3e_RLWK3PbLn9ZTg,0,小幸运,1
2018-01-26,oVdz509CRF7vSa9NE4UPUBZIupiU,0,变,1
2018-01-26,oVdz504EQOzusO-xL-DJDaml1NNY,0,我们都一样,4
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,你的眼神,3
2018-01-26,oVdz500CY9dcn4rlVncHi3TfZyjo,0,当你老了,4
2018-01-26,oVdz50-q_HvEWthH4om6bwKlQmdA,0,王妃,1
2018-01-26,oVdz50yZYTLEXjNMO7xEcvzPV7GA,0,红色高跟鞋,1
2018-01-26,oVdz508pg0ldU9xWcxXZFVUR0Eow,0,壁虎漫步,1
2018-01-26,oVdz503sX7JdXCRSKL4Uxv5-lh38,0,不要说话,1
2018-01-26,oVdz50whpwRrfc8jXoj0VF4nur_I,0,样,1
